id,question,options,image,decoded_image,answer,solution,level,subject
625,"Five children should paint three quarters of the total amount of the little squares on their trays. One of the children A, B, C, D or E was wrong. Which one?
<image1>","['A', 'B', 'C', 'D', 'E']",images/625.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1743x318 at 0x7CE8DAC60890>,C,,2,counting
626,"Gaspar has these seven different pieces, formed by equal little squares.
<image1>
He uses all these pieces to assemble rectangles with different perimeters, that is, with different shapes. How many different perimeters can he find?",[],images/626.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1443x214 at 0x7CE8DAC60ED0>,3,,2,combinatorial geometry
627,"Janaína made the construction on a grid, using some lighted colored cubes and others darker. Looking from above the construction, what can she see?
<image1>
<image2>","['A', 'B', 'C', 'D', 'E']",images/627.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1720x945 at 0x7CE8DAC61550>,B,,5,descriptive geometry
629,"Denis ties his dog, using an 11-meter rope, one meter away from a corner of about 7 meters by 5 meters, as illustrated. Denis places 5 bones near the fence, as shown in the picture. How many bones can the dog catch?
<image1>",[],images/629.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=700x432 at 0x7CE8DAC62210>,5,,3,metric geometry - length
630,"Luana builds a fence using pieces of wood 2 meters long by half a meter wide, just like this one: <image1>. The picture beside shows this fence, after it is ready. How long is the fence, in meters?
<image2>",[],images/630.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=974x644 at 0x7CE8DAC62910>,6.5,,3,arithmetic
631,"Amelia built a crown using 10 copies of this piece <image1>. The parts were joined together so that the sides in contact had the same number, as shown in the picture, where four parts are visible. What is the number that appears in the colored triangle?
<image2>",[],images/631.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=469x678 at 0x7CE8DAC62F50>,1,,2,combinatorial geometry
632,"Julia drew the picture on the side of a cardboard sheet, cut, folded and glued to form a cube. Which of the cubes below can be the one she did?
<image1>
<image2>","['A', 'B', 'C', 'D', 'E']",images/632.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1720x735 at 0x7CE8DAC635D0>,A,,5,descriptive geometry
633,"Whenever the kangaroo goes up seven steps, the rabbit goes down three steps. When the kangaroo is on step number 56 , on which step will the rabbit be?
<image1>",[],images/633.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=808x490 at 0x7CE8DAC63C90>,76,,2,algebra
634,"There are three flowers on the back of the left cactus. In total, the cactus on the right has six more flowers than the cactus on the left. How many flowers are on the back of the right cactus?
<image1>",[],images/634.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=358x312 at 0x7CE8DAC6C3D0>,12,,3,arithmetic
635,"The $4 \times 4$ grid without a little square, shown beside, was divided into three equal pieces. Which of the following figures represents one of these pieces?
<image1>
<image2>","['A', 'B', 'C', 'D', 'E']",images/635.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1720x763 at 0x7CE8DAC6CA50>,A,,2,combinatorial geometry
636,"The sum of the points on the opposite sides of a common dice is 7 . This dice is placed in the first square as shown in the figure, and then rolled as shown in the figure, to the fifth square. When the dice reach the last square, what is the product of the numbers of points shown on the two colored vertical faces?
<image1>",[],images/636.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=670x352 at 0x7CE8DAC6D110>,18,,5,solid geometry
637,"The teacher wrote the numbers 1 to 8 on the board. Then he covered the numbers with triangles, squares and a circle. The sum of the numbers covered with the triangles equals the sum of the numbers covered with the squares and the number covered with the circle is a quarter of that sum. What is the sum of the numbers covered with the triangles and the circle?
<image1>",[],images/637.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=482x319 at 0x7CE8DAC6D810>,20,,2,algebra
638,"Joana has several sheets of paper with the drawing of a parrot <image1>. She wants to paint only the head, tail and wing of the parrot, red, blue or green, and the head and tail may have the same color, but the wing may not have the same color as the head or tail. How many leaves can she paint, so that there are not two parrots painted the same way?",[],images/638.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=115x182 at 0x7CE8DAC6DED0>,12,,3,combinatorics
639,"The Kangaroo Hotel has 30 floors numbered from 1 to 30 and each floor has 20 rooms numbered from 1 to 20. The code to enter the room is formed by joining the floor number with the room number, in that order. But this code can be confusing, as shown in the picture. Note that the code 101 is not confusing, as it can only refer to floor 10 and room 1 and never to floor 1 and room 1, as it has the code 11. How many codes are confusing, including the one in the figure?
<image1>",[],images/639.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=396x544 at 0x7CE8DAC6E5D0>,18,,2,counting
640,"Erik has 4 bricks of the same size: <image1>. Which of the cubes shown below can he make with his 4 bricks?
<image2>","['A', 'B', 'C', 'D', 'E']",images/640.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1660x520 at 0x7CE8DAC6EC50>,C,,2,combinatorial geometry
642,"When you put the 4 puzzle pieces together correctly, they form a rectangle with a calculation on it. What is the result of this calculation?
<image1>",[],images/642.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=599x164 at 0x7CE8DAC6F990>,15,,3,arithmetic
643,"Alaya draws a picture of the sun. Which of the following answers is part of her picture?
<image1>
<image2>","['(A)', '(B)', '(C)', '(D)', '(E)']",images/643.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1297x660 at 0x7CE8DAC74190>,B,,2,combinatorial geometry
644,"Five boys competed in a shooting challenge. Ricky scored the most points. Which target was Ricky's?
<image1>","['A', 'B', 'C', 'D', 'E']",images/644.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1848x338 at 0x7CE8DAC74850>,E,,3,arithmetic
645,"A measuring tape is wrapped around a cylinder. Which number should be at the place shown by the question mark?
<image1>",[],images/645.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=383x394 at 0x7CE8DAC74F10>,48,,5,solid geometry
646,"Rosana has some balls of 3 different colours. Balls of the same colour have the same weight. What is the weight of each white ball $\bigcirc$ ?
<image1>",[],images/646.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=754x314 at 0x7CE8DAC75590>,5,,2,algebra
647,"Nisa has 3 different types of cards in a game: apple <image1>, cherry <image2> and grapes <image3>. She chooses 2 cards from the set and swaps their places. She wants to arrange the cards so that all the cards with the same fruit on are next to each other. For which set is this NOT possible?
<image4>","['A', 'B', 'C', 'D', 'E']",images/647.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1597x1290 at 0x7CE8DAC75C90>,A,,3,combinatorics
649,"18 cubes are coloured white or grey or black and are arranged as shown.
<image1>
The figures below show the white and the black parts. Which of the following is the grey part?
<image2>
<image3>","['(A)', '(B)', '(C)', '(D)', '(E)']",images/649.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1726x1003 at 0x7CE8DAC76C50>,E,,2,combinatorial geometry
650,"The 5 balls shown begin to move simultaneously in the directions indicated by their arrows.
<image1>
When two balls going in opposite directions collide, the bigger ball swallows the smaller one and increases its value by the value of the smaller ball. The bigger ball continues to move in its original direction, as shown in the following example.
<image2>
What is the final result of the collisions of the 5 balls shown?
<image3>","['A', 'B', 'C', 'D', 'E']",images/650.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1720x907 at 0x7CE8DAC77B90>,C,,3,arithmetic
651,"On a tall building there are 4 fire escape ladders, as shown. The heights of 3 ladders are at their tops. What is the height of the shortest ladder?
<image1>",[],images/651.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=368x482 at 0x7CE8DAC76990>,20,,2,algebra
652,"Nora plays with 3 cups on the kitchen table. She takes the left-hand cup, flips it over, and puts it to the right of the other cups. The picture shows the first
move. What do the cups look like after 10 moves?
<image1>
<image2>","['(A)', '(B)', '(C)', '(D)', '(E)']",images/652.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1654x635 at 0x7CE8DAC850D0>,B,,2,graph theory
653,"Eva has the 5 stickers shown: <image1>. She stuck one of them on each of the 5 squares of this board <image2> so that <image3> is not on square 5, <image4> is on square 1, and <image5> is adjacent to <image6> and <image7>. On which square did Eva stick <image5>?",[],images/653.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=520x953 at 0x7CE8DAC85550>,4,,2,logic
655,"The numbers 1 to 9 are placed in the squares shown with a number in each square. The sums of all pairs of neighbouring numbers are shown. Which number is placed in the shaded square?
<image1>",[],images/655.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=559x253 at 0x7CE8DAC862D0>,7,,2,algebra
656,"Mia throws darts at balloons worth 3, 9, 13, 14 and 18 points. She scores 30 points in total. Which balloon does Mia definitely hit?
<image1>",[],images/656.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=428x340 at 0x7CE8DAC86950>,3,,2,algebra
657,"Each of the 5 boxes contains either apples or bananas, but not both. The total weight of all the bananas is 3 times the weight of all the apples. Which boxes contain apples?
<image1>","['1 and 2', '2 and 3', '2 and 4', '3 and 4', '1 and 4']",images/657.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=808x206 at 0x7CE8DAC87150>,E,,2,algebra
658,"Elena wants to write the numbers from 1 to 9 in the squares shown. The arrows always point from a smaller number to a larger one. She has already written 5 and 7. Which number should she write instead of the question mark?
<image1>",[],images/658.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=432x426 at 0x7CE8DAC877D0>,6,,2,logic
659,"Martin placed 3 different types of objects, hexagons <image1>, squares <image2> and triangles <image3>, on sets of scales, as shown.
<image4>
What does he need to put on the left-hand side on the third set of scales for these scales to balance?","['1 square', '2 squares', '1 hexagon', '1 triangle', '2 triangles']",images/659.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=455x950 at 0x7CE8DAC87FD0>,A,,2,algebra
660,"The bee wants to get to the flower. Each arrow indicates a move to one neighbouring square. Which path can the bee fly to get to the flower?
<image1>","['$\\downarrow \\rightarrow \\rightarrow \\downarrow \\downarrow \\downarrow$', '$\\downarrow \\downarrow \\rightarrow \\downarrow \\downarrow \\rightarrow$', '$\\rightarrow \\downarrow \\rightarrow \\downarrow \\rightarrow \\rightarrow$', '$\\rightarrow \\rightarrow \\downarrow \\downarrow \\downarrow \\downarrow$', '$\\rightarrow \\downarrow \\rightarrow \\downarrow \\downarrow \\rightarrow$']",images/660.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=346x334 at 0x7CE8DAC88650>,E,,2,combinatorial geometry
661,"One of the five coins $A, B, C, D$ or $E$ shall be placed in an empty square so that there are exactly two coins in each row and in each column. Which coin should be moved?
<image1>","['A', 'B', 'C', 'D', 'E']",images/661.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=376x367 at 0x7CE8DAC88D50>,C,,2,logic
663,"Kengu jumps on the number line to the right (see diagram). He first makes one big jump and then two little jumps in a row and keeps repeating the same thing over and over again. He starts at 0 and ends at 16. How many jumps does Kengu make in total?
<image1>",[],images/663.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=666x241 at 0x7CE8DAC89A90>,12,,3,arithmetic
664,"In the diagram below two neighbouring squares are never allowed to have the same number. Which puzzle piece has to be placed in the gap so that this rule is followed?
<image1>
<image2>","['(A)', '(B)', '(C)', '(D)', '(E)']",images/664.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1683x640 at 0x7CE8DAC8A290>,D,,3,arithmetic
665,"John uses some building blocks to form a work of art. What does John see when he looks at his work of art from above?
<image1>
<image2>","['A', 'B', 'C', 'D', 'E']",images/665.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1726x650 at 0x7CE8DAC8A910>,C,,5,descriptive geometry
666,"Five cars are labelled with the numbers 1 to 5 . They drive in the direction of the arrow.
<image1>
First the last car overtakes the two cars in front of it.
Then the now second to last car overtakes the two in front of it.
In the end the car that is now in the middle overtakes the two in front of it.
In which order do the cars now drive?","['$1,2,3,4,5$', '$2,1,3,5,4$', '$2,1,5,3,4$', '$3,1,4,2,5$', '$4,1,2,5,3$']",images/666.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1548x228 at 0x7CE8DAC8B0D0>,B,,2,combinatorial geometry
667,"The members of a family of kangaroos are 2, 4, 5, 6, 8 and 10 years old. Four of them are 22 years old when added together. How old are the other two kangaroos?
<image1>","['2 and 8', '4 and 5', '5 and 8', '6 and 8', '6 and 10']",images/667.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=817x248 at 0x7CE8DAC8B8D0>,C,,2,algebra
668,"Mosif has filled a table with numbers (see diagram). When he adds the numbers in each row and in each column together, the result should always be the same. He has however, made a mistake. In order to get the same result every time he has to change one single number. Which number does Mosif have to change?
<image1>",[],images/668.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=328x321 at 0x7CE8DAC8BF50>,3,,3,arithmetic
669,"Aladdin's carpet has the shape of a square. Along each edge there are two rows of dots (see diagram). The number of points is the same along each edge. How many dots in total does the carpet have?
<image1>",[],images/669.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x415 at 0x7CE8DAC8C650>,32,,3,arithmetic
